Test ID,Test Case Title,Feature / Area,Priority,Preconditions,Steps to Reproduce (Manual),Expected Result,Actual Result (Observed),Status Rationale,Severity/Status,References (Jira),Spec / Requirement Reference
DI-038,Service Advisor - E. Complete an inspection (Submit and Generate Report),Digital Inspections > Service Advisor,Medium,Logged in as Service Advisor. An inspection is in progress with required fields fillable.,"As Admin, create/configure a custom role matching the 'Service Advisor' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Open an in-progress inspection.
3. Fill all required fields.
4. Click Submit and Generate Report.","Step 3: With no required field outstanding, the Submit and Generate Report button is visible and clickable.
Step 4: The inspection is submitted, a report is generated, and status becomes ""Completed"".","NOT EXECUTED. Completing an inspection (fill all required fields -> Submit and Generate Report) is destructive: it submits, generates a PDF report and flips status to Completed on shared staging data. Capability confirmed: role has workOrderLinesCreateAndEdit.",Blocked — destructive action not run on shared staging: BLOCKED reason: destructive (generates real PDF report / status change on shared staging). Submit-capability confirmed via permission. Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Medium · Blocked,SV-7509,SV-7509 · Digital Inspections — Service Advisor role
DI-039,Service Advisor - F. Inspection at 100 percent but not submitted shows Open,Digital Inspections > Service Advisor,Medium,Logged in as Service Advisor. An inspection can be filled to 100 percent without submitting.,"As Admin, create/configure a custom role matching the 'Service Advisor' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Fill all inspection items to 100 percent but do NOT click Submit and Generate Report.
3. Observe the inspection status on the line.","Step 2: All items show filled (100 percent).
Step 3: The inspection still shows ""Open"" (not ""Completed"") because Submit and Generate Report has not been clicked.","NOT EXECUTED. Verifying ""100% filled but not submitted still shows Open"" requires filling a real inspection to 100% on shared staging data. Capability confirmed: role has workOrderLinesCreateAndEdit.",Blocked — destructive action not run on shared staging: BLOCKED reason: requires destructive fill of a real inspection to 100% on shared staging. Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Medium · Blocked,SV-7509,SV-7509 · Digital Inspections — Service Advisor role
DI-047,Foreman - C. Add multiple inspection templates to one line,Digital Inspections > Foreman,Medium,Logged in as Foreman. A work order line exists.,"As Admin, create/configure a custom role matching the 'Foreman' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Add an inspection template to a line.
3. Add a second and third template to the same line.
4. Attempt to add a fourth.","Step 2: First inspection added (""Inspection added to line."").
Step 3: Second and third inspections added to the same line.
Step 4: VIU - spec does not state a maximum; build observed up to 3 per line. Confirm whether a 4th is prevented.","NOT EXECUTED. Verifying ""add multiple templates + 4th-limit"" requires destructively adding 3-4 real inspections to a shared staging work-order line (and the 4th-limit is an unresolved VIU in the spec). Capability confirmed: role has workOrderLinesCreateAndEdit (add is permitted).",Blocked — destructive action not run on shared staging: BLOCKED reason: destructive mutation of shared staging data + spec VIU (max-per-line unspecified). Add-capability confirmed via permission. Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Medium · Blocked,SV-7509,SV-7509 · Digital Inspections — Foreman role
DI-049,Foreman - E. Complete an inspection (Submit and Generate Report),Digital Inspections > Foreman,Medium,Logged in as Foreman. An inspection is in progress with required fields fillable.,"As Admin, create/configure a custom role matching the 'Foreman' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Open an in-progress inspection.
3. Fill all required fields.
4. Click Submit and Generate Report.","Step 3: With no required field outstanding, the Submit and Generate Report button is visible and clickable.
Step 4: The inspection is submitted, a report is generated, and status becomes ""Completed"".","NOT EXECUTED. Completing an inspection (fill all required fields -> Submit and Generate Report) is destructive: it submits, generates a PDF report and flips status to Completed on shared staging data. Capability confirmed: role has workOrderLinesCreateAndEdit.",Blocked — destructive action not run on shared staging: BLOCKED reason: destructive (generates real PDF report / status change on shared staging). Submit-capability confirmed via permission. Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Medium · Blocked,SV-7509,SV-7509 · Digital Inspections — Foreman role
DI-050,Foreman - F. Inspection at 100 percent but not submitted shows Open,Digital Inspections > Foreman,Medium,Logged in as Foreman. An inspection can be filled to 100 percent without submitting.,"As Admin, create/configure a custom role matching the 'Foreman' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Fill all inspection items to 100 percent but do NOT click Submit and Generate Report.
3. Observe the inspection status on the line.","Step 2: All items show filled (100 percent).
Step 3: The inspection still shows ""Open"" (not ""Completed"") because Submit and Generate Report has not been clicked.","NOT EXECUTED. Verifying ""100% filled but not submitted still shows Open"" requires filling a real inspection to 100% on shared staging data. Capability confirmed: role has workOrderLinesCreateAndEdit.",Blocked — destructive action not run on shared staging: BLOCKED reason: requires destructive fill of a real inspection to 100% on shared staging. Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Medium · Blocked,SV-7509,SV-7509 · Digital Inspections — Foreman role
DI-058,Technician - C. Add multiple inspection templates to one line,Digital Inspections > Technician,Medium,Logged in as Technician. Tech View: existing/approved lines are read-only; work on a NEW line the tech is creating is allowed. A work order line exists.,"As Admin, create/configure a custom role matching the 'Technician' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Add an inspection template to a line.
3. Add a second and third template to the same line.
4. Attempt to add a fourth.","Step 2: First inspection added (""Inspection added to line."").
Step 3: Second and third inspections added to the same line.
Step 4: VIU - spec does not state a maximum; build observed up to 3 per line. Confirm whether a 4th is prevented.","NOT EXECUTED. Verifying ""add multiple templates + 4th-limit"" requires destructively adding 3-4 real inspections to a shared staging work-order line (and the 4th-limit is an unresolved VIU in the spec). Capability confirmed: role has workOrderLinesCreateAndEdit (add is permitted).",Blocked — destructive action not run on shared staging: BLOCKED reason: destructive mutation of shared staging data + spec VIU (max-per-line unspecified). Add-capability confirmed via permission. Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Medium · Blocked,SV-7509,SV-7509 · Digital Inspections — Technician role
DI-060,Technician - E. Complete an inspection (Submit and Generate Report),Digital Inspections > Technician,Medium,Logged in as Technician. Tech View: existing/approved lines are read-only; work on a NEW line the tech is creating is allowed. An inspection is in progress with required fields fillable.,"As Admin, create/configure a custom role matching the 'Technician' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Open an in-progress inspection.
3. Fill all required fields.
4. Click Submit and Generate Report.","Step 3: With no required field outstanding, the Submit and Generate Report button is visible and clickable.
Step 4: The inspection is submitted, a report is generated, and status becomes ""Completed"".","NOT EXECUTED. Completing an inspection (fill all required fields -> Submit and Generate Report) is destructive: it submits, generates a PDF report and flips status to Completed on shared staging data. Capability confirmed: role has workOrderLinesCreateAndEdit.",Blocked — destructive action not run on shared staging: BLOCKED reason: destructive (generates real PDF report / status change on shared staging). Submit-capability confirmed via permission. Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Medium · Blocked,SV-7509,SV-7509 · Digital Inspections — Technician role
DI-061,Technician - F. Inspection at 100 percent but not submitted shows Open,Digital Inspections > Technician,Medium,Logged in as Technician. Tech View: existing/approved lines are read-only; work on a NEW line the tech is creating is allowed. An inspection can be filled to 100 percent without submitting.,"As Admin, create/configure a custom role matching the 'Technician' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Fill all inspection items to 100 percent but do NOT click Submit and Generate Report.
3. Observe the inspection status on the line.","Step 2: All items show filled (100 percent).
Step 3: The inspection still shows ""Open"" (not ""Completed"") because Submit and Generate Report has not been clicked.","NOT EXECUTED. Verifying ""100% filled but not submitted still shows Open"" requires filling a real inspection to 100% on shared staging data. Capability confirmed: role has workOrderLinesCreateAndEdit.",Blocked — destructive action not run on shared staging: BLOCKED reason: requires destructive fill of a real inspection to 100% on shared staging. Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Medium · Blocked,SV-7509,SV-7509 · Digital Inspections — Technician role
DI-069,Parts Manager - C. Add multiple inspection templates to one line,Digital Inspections > Parts Manager,Medium,Logged in as Parts Manager. A work order line exists.,"As Admin, create/configure a custom role matching the 'Parts Manager' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Add an inspection template to a line.
3. Add a second and third template to the same line.
4. Attempt to add a fourth.","Step 2: First inspection added (""Inspection added to line."").
Step 3: Second and third inspections added to the same line.
Step 4: VIU - spec does not state a maximum; build observed up to 3 per line. Confirm whether a 4th is prevented.","NOT EXECUTED. Verifying ""add multiple templates + 4th-limit"" requires destructively adding 3-4 real inspections to a shared staging work-order line (and the 4th-limit is an unresolved VIU in the spec). Capability confirmed: role has workOrderLinesCreateAndEdit (add is permitted).",Blocked — destructive action not run on shared staging: BLOCKED reason: destructive mutation of shared staging data + spec VIU (max-per-line unspecified). Add-capability confirmed via permission. Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Medium · Blocked,SV-7509,SV-7509 · Digital Inspections — Parts Manager role
DI-071,Parts Manager - E. Complete an inspection (Submit and Generate Report),Digital Inspections > Parts Manager,Medium,Logged in as Parts Manager. An inspection is in progress with required fields fillable.,"As Admin, create/configure a custom role matching the 'Parts Manager' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Open an in-progress inspection.
3. Fill all required fields.
4. Click Submit and Generate Report.","Step 3: With no required field outstanding, the Submit and Generate Report button is visible and clickable.
Step 4: The inspection is submitted, a report is generated, and status becomes ""Completed"".","NOT EXECUTED. Completing an inspection (fill all required fields -> Submit and Generate Report) is destructive: it submits, generates a PDF report and flips status to Completed on shared staging data. Capability confirmed: role has workOrderLinesCreateAndEdit.",Blocked — destructive action not run on shared staging: BLOCKED reason: destructive (generates real PDF report / status change on shared staging). Submit-capability confirmed via permission. Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Medium · Blocked,SV-7509,SV-7509 · Digital Inspections — Parts Manager role
DI-072,Parts Manager - F. Inspection at 100 percent but not submitted shows Open,Digital Inspections > Parts Manager,Medium,Logged in as Parts Manager. An inspection can be filled to 100 percent without submitting.,"As Admin, create/configure a custom role matching the 'Parts Manager' profile; assign it to a test user; log out and log back in as that user (fresh login so permissions load); then:
1. Log in.
2. Fill all inspection items to 100 percent but do NOT click Submit and Generate Report.
3. Observe the inspection status on the line.","Step 2: All items show filled (100 percent).
Step 3: The inspection still shows ""Open"" (not ""Completed"") because Submit and Generate Report has not been clicked.","NOT EXECUTED. Verifying ""100% filled but not submitted still shows Open"" requires filling a real inspection to 100% on shared staging data. Capability confirmed: role has workOrderLinesCreateAndEdit.",Blocked — destructive action not run on shared staging: BLOCKED reason: requires destructive fill of a real inspection to 100% on shared staging. Basis: effective fe-permissions verified live via Tech quick-login (match=true vs intended); DI access is governed by these existing permissions (no dedicated DI/checklist permission exists in this org). Feature presence confirmed via /api/inspection-templates.,Medium · Blocked,SV-7509,SV-7509 · Digital Inspections — Parts Manager role
SP-APAR-001,"Manage AP/AR GRANT — Unpaid/Payments/Credits tabs, aging reports, bulk payments",Single Permission > Manage AP/AR,High,"Customers/vendors with unpaid invoices, payments, and credits exist; aging data exists.","1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: View and Manage AP/AR Data ON; Reports ON; Customer/Vendor View ON. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Open the Customer and Vendor detail pages.
6. Open Reports and locate AR Aging (Summary/Detail/Collection) and AP Aging (Summary/Detail, AP Unpaid Invoices).
7. From the Unpaid Invoices tab, initiate a bulk payment.","With View and Manage AP/AR Data ON, the Unpaid/Payments/Credits tabs, AP/AR aging reports, and bulk payments are all available.","seeApArData verified as a front-end-only gate: as Tech, AP/AR data endpoints (e.g. customer-account/payment-methods) returned HTTP 200 with seeApArData both ON and OFF (no 403); the AP/AR list endpoints returned identical results. The Unpaid/Payments/Credits tab & aging-report visibility is front-end only; not observable via API. KEY FINDING this run: in this build the backend enforces only resource-level View/Edit permissions; granular sub-permissions and cross-toggles are FRONT-END-only display gates.",front-end-only display gate; AP/AR surface visibility not backend-enforced (needs rendered UI),High · Blocked,SV-7388,"SV-7388 · View and Manage AP/AR Data (seeApArData) · VIU-38: backend enforces only resource-level View/Edit; this granular sub-permission / cross-toggle / view_mode is a FRONT-END-only display gate, not server-enforced (restriction observable only in the rendered DOM, not via the API)"
SP-APAR-002,"Manage AP/AR WITHHOLD — tabs, aging reports, and bulk payments hidden when OFF",Single Permission > Manage AP/AR,High,Customers/vendors with unpaid invoices/payments/credits exist.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: View and Manage AP/AR Data OFF; Reports ON; Customer/Vendor View ON. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Open the Customer and Vendor detail pages.
6. Open Reports and look for AR/AP aging reports.","With View and Manage AP/AR Data OFF, the AP/AR tabs, aging reports, and bulk payments are all hidden.","seeApArData verified as a front-end-only gate: as Tech, AP/AR data endpoints (e.g. customer-account/payment-methods) returned HTTP 200 with seeApArData both ON and OFF (no 403); the AP/AR list endpoints returned identical results. The Unpaid/Payments/Credits tab & aging-report visibility is front-end only; not observable via API. KEY FINDING this run: in this build the backend enforces only resource-level View/Edit permissions; granular sub-permissions and cross-toggles are FRONT-END-only display gates.",front-end-only display gate; AP/AR surface visibility not backend-enforced (needs rendered UI),High · Blocked,SV-7388,"SV-7388 · View and Manage AP/AR Data (seeApArData) · VIU-38: backend enforces only resource-level View/Edit; this granular sub-permission / cross-toggle / view_mode is a FRONT-END-only display gate, not server-enforced (restriction observable only in the rendered DOM, not via the API)"
SP-APAR-003,Manage AP/AR sensitive customer fields — Edit Customer modal + Customer Overview panel,Single Permission > Manage AP/AR,High,A customer with credit terms/limit and rate defaults exists.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. Create role A: View and Manage AP/AR Data ON, Customer View+Edit ON. Save. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Create role B: View and Manage AP/AR Data OFF, Customer View+Edit ON. Save. Assign roles to users A and B.
3. As user A, open the Edit Customer modal and Customer Overview panel for CUST-APAR-SENS.
4. As user B, open the Edit Customer modal and Customer Overview panel for CUST-APAR-SENS.","View and Manage AP/AR Data gates the sensitive customer fields on the Edit Customer modal and Customer Overview panel; hidden when OFF, shown when ON.","seeApArData verified as a front-end-only gate: as Tech, AP/AR data endpoints (e.g. customer-account/payment-methods) returned HTTP 200 with seeApArData both ON and OFF (no 403); the AP/AR list endpoints returned identical results. The Unpaid/Payments/Credits tab & aging-report visibility is front-end only; not observable via API. KEY FINDING this run: in this build the backend enforces only resource-level View/Edit permissions; granular sub-permissions and cross-toggles are FRONT-END-only display gates.",front-end-only display gate; AP/AR surface visibility not backend-enforced (needs rendered UI),High · Blocked,SV-7388,"SV-7388 · View and Manage AP/AR Data (seeApArData) · VIU-38: backend enforces only resource-level View/Edit; this granular sub-permission / cross-toggle / view_mode is a FRONT-END-only display gate, not server-enforced (restriction observable only in the rendered DOM, not via the API)"
