Title,Section,Type,Priority,Preconditions,Steps,Expected Result,References,,
A technician with only internal hours shows 0.0% utilization,TU — Hours & Utilization,Functional,Medium,"1. A technician with internal hours but ZERO work-order hours in the range.
2. Other technicians with mixed hours for the upper-bound check.","1. Read the internal-only technician's Utilization %.
2. Scan every row's Utilization %.","1. The internal-only technician shows ""0.0%"".
2. No row shows more than 100% - work-order hours are always part of total clocked hours.
3. The ""—"" (undefined, total = 0) state is unreachable on a rendered technician or day row, because only technicians with clocked time get rows.
---
This is the expected behaviour as per the build tested on 8/4/2026, and as per the Technician Utilization report specification version 5 (S2-E1, S2-R7).",SV-8649 (TU spec v5 2026-07-29 S2-E1; S2-R7; S2 context note),,
Est. Lost Labor values internal hours at each location's default rate,TU — Est. Lost Labor,Functional,Critical,"1. Location A has default labor rate $R1 and location B has a different default labor rate $R2.
2. A technician clocked known internal hours at A and known internal hours at B in the range.
3. Both locations are selected in the location filter.","1. Compute by hand: (R1 × internal hours at A) + (R2 × internal hours at B), keeping full precision, rounding only the final total (round-half-up).
2. Read the technician's Est. Lost Labor and compare.
3. Repeat with only one location selected.","1. Est. Lost Labor = the sum, per contributing location, of that location's default labor rate × the technician's internal hours clocked there - summed at full precision, with the technician's total rounded ONCE (round-half-up).
2. In a single-location view it is simply that one location's rate × the technician's internal hours.
3. The value shows as dollars with two decimals and commas between thousands (e.g. ""$1,234.50"").
---
This is the expected behaviour as per the build tested on 8/4/2026, and as per the Technician Utilization report specification version 5 (S2-R8, S2-R9).",SV-8649 (TU spec v5 2026-07-29 S2-R8; S2-R9; §3),,
"Est. Lost Labor, when shown, is pinned right and bold with the info icon",TU — Est. Lost Labor,Functional,High,"1. You are on the Technician Utilization report with rows loaded.
2. Est. Lost Labor is turned ON in the Column Selection control (it is on by default).","1. Look at the position and weight of the Est. Lost Labor column (header and cells).
2. Hover the information icon on the Est. Lost Labor header and read the text; also reach it by keyboard focus and by tap on a touch device.
3. Check every other column header for an information icon.
4. Turn Est. Lost Labor off in the Column Selection control and look at the table again.","1. While Est. Lost Labor is shown, the column is pinned to the far right; its cells are bold and its header is bold, matching.
2. The information icon shows exactly: ""Internal hours valued at each location's default labor rate"" — on hover, on keyboard focus, and on tap; it is dismissible.
3. NO column header other than Est. Lost Labor shows the information icon.
4. Est. Lost Labor can be turned OFF in the Column Selection control; when it is off the column, its bold styling and its information icon are all absent, and the report still works normally.
---
This is the expected behaviour as per the build tested on 8/4/2026, and as per the Technician Utilization report specification version 5 (S2-R10, S2-R11, S8-R4, S8-R6, S8-R7, S8-N1, S10-R3).","SV-8649 (TU spec v5 2026-07-29 S2-R10; S2-R11; S8-R4; S8-R6; S8-R7; S8-N1 — each re-worded ""When shown"" now that Est. Lost Labor is a hideable column; new Story 10 S10-R3)",,
"Zero internal hours - or a configured $0.00 rate - shows $0.00, never an em-dash",TU — Est. Lost Labor,Functional,High,"1. Technician A has zero internal hours in the range (all time on work orders).
2. Technician B has internal hours at a location whose default labor rate is configured as exactly $0.00.","1. Read technician A's Est. Lost Labor.
2. Read technician B's Est. Lost Labor.","1. Technician A shows ""$0.00"" - there is nothing to value, regardless of whether the location has a rate configured.
2. Technician B also shows ""$0.00"" - a configured rate of exactly $0.00 is a KNOWN rate that values the hours at $0.00, not ""—"".
3. ""$0.00"" means 'the rate is known and there is nothing (or $0) to value' - a different state from ""—"" ('the rate is unknown').
---
This is the expected behaviour as per the build tested on 8/4/2026, and as per the Technician Utilization report specification version 5 (S2-E2).",SV-8649 (TU spec v5 2026-07-29 S2-E2; §5 Assumptions; S2 context note),,
Internal hours with no default labor rate anywhere show an em-dash,TU — Est. Lost Labor,Functional,High,"1. A technician's in-range internal hours were all clocked at location(s) with NO default labor rate configured (rate absent, not $0.00).
2. Part of this test checks what a blind user would hear, so you need a screen reader. On Windows install NVDA — it is free, from nvaccess.org. On a Mac use VoiceOver, which is already built in (Cmd+F5 turns it on and off). Alternatively the browser's developer tools (F12) have an ""Accessibility"" panel that shows the same names without you having to listen to anything.","1. Read that technician's Est. Lost Labor.
2. Inspect the cell with a screen reader or the accessibility tree.","1. Est. Lost Labor shows ""—"" (an em-dash), NOT ""$0.00"" - the rate is unknown, so the value cannot be computed.
2. The ""—"" cell carries the assistive-technology label ""No default labor rate configured"" (distinguishing it from ""$0.00"", which reads as its dollar value).
3. The technician's Internal Hours column still shows all the internal hours (they are counted even though they cannot be valued).
---
This is the expected behaviour as per the build tested on 8/4/2026, and as per the Technician Utilization report specification version 5 (S2-E3, S8-R11, S2-R4).",SV-8649 (TU spec v5 2026-07-29 S2-E3; S8-R11; S2-R4),,
Internal hours split across rated and unrated locations show a part value,TU — Est. Lost Labor,Functional,Medium,"1. A technician clocked internal hours at BOTH a location with a configured default labor rate and a location with NO rate, in the range.
2. Both locations are selected.","1. Read the technician's Internal Hours and Est. Lost Labor.
2. Compare the dollar value against rate × (internal hours at the RATED location only).","1. Est. Lost Labor is the sum of the valued (rated-location) portions only - the unrated-location hours are excluded from the dollar amount.
2. The amount shows as a normal ""$X.XX"" with NO partial-value indicator in this version - so the row's Est. Lost Labor values fewer hours than its Internal Hours column shows.
3. This is a documented known limitation (a partial-value indicator is a possible follow-up) - expected behavior, not a defect.
---
This is the expected behaviour as per the build tested on 8/4/2026, and as per the Technician Utilization report specification version 5 (S2-E4).",SV-8649 (TU spec v5 2026-07-29 S2-E4),,
On load rows sort by Technician A to Z with the ascending indicator,TU — Sorting,Functional,High,"1. You are on the Technician Utilization report with several technician rows loaded.
2. Part of this test checks what a blind user would hear, so you need a screen reader. On Windows install NVDA — it is free, from nvaccess.org. On a Mac use VoiceOver, which is already built in (Cmd+F5 turns it on and off). Alternatively the browser's developer tools (F12) have an ""Accessibility"" panel that shows the same names without you having to listen to anything.","1. Let the report load without clicking any header and read the Technician column top to bottom.
2. Look at the Technician header's sort indicator.
3. Inspect the headers in the accessibility tree.","1. The technician rows are sorted by Technician name, A to Z.
2. The Technician header shows the ascending sort indicator.
3. The active sort header exposes its state to assistive technology (aria-sort = ascending on the Technician header; none on the others).
---
This is the expected behaviour as per the build tested on 8/4/2026, and as per the Technician Utilization report specification version 5 (S2-R12, S8-R8, S8-R10).",SV-8649 (TU spec v5 2026-07-29 S2-R12; S8-R8; S8-R10),,
"All six columns sort on screen: ascending first, toggling with no third state",TU — Sorting,Functional,High,"1. You are on the Technician Utilization report with several rows loaded, including two technicians with the same value in one column.","1. Click the Technician header (the active sort on load).
2. Click the Total Hours header, then click it again, then keep clicking.
3. Repeat one click on each remaining header (WO Hours, Internal Hours, Utilization %, Est. Lost Labor).
4. Watch the network activity / loading indicator while sorting.
5. Find two technicians tied in the sorted column and note their order.","1. Because Technician-ascending is the active sort on load, the FIRST click on the Technician header sorts it DESCENDING (Z to A).
2. Clicking a column that is not the active sort sorts it ascending; clicking the active column again toggles to descending; further clicks only ever toggle ascending↔descending - there is NO third 'cleared' state.
3. All six columns are sortable.
4. Sorting is applied on screen to the loaded rows - NO reload/server request happens.
5. Technicians tied in the sorted column are ordered by Technician name A to Z; two technicians sharing the same display name keep a stable order between renders.
---
This is the expected behaviour as per the build tested on 8/4/2026, and as per the Technician Utilization report specification version 5 (S2-R13, S2-R14).",SV-8649 (TU spec v5 2026-07-29 S2-R13; S2-R14),,
A data reload resets the sort to Technician A to Z,TU — Sorting,Functional,Medium,1. You are on the Technician Utilization report with rows loaded.,"1. Sort by Est. Lost Labor descending.
2. Change the date range (a reload) and read the row order.
3. Sort by Total Hours, leave the report, and come back.","1. After the reload, the rows are back to Technician name A to Z (the sort reset).
2. On the return visit, the sort is again Technician A to Z - sort is NOT persisted (unlike the date range, technician selection, and location selection, which are).
---
This is the expected behaviour as per the build tested on 8/4/2026, and as per the Technician Utilization report specification version 5 (S2-R15).",SV-8649 (TU spec v5 2026-07-29 S2-R15; §3),,
Sorting reorders only the technician rows,TU — Sorting,Functional,Medium,1. You are on the Technician Utilization report with several rows loaded and at least one technician row expanded to its day rows.,"1. Sort by WO Hours descending.
2. Look at the Summary row's position.
3. Look at the expanded technician's day rows.","1. Only the technician rows reorder.
2. The Summary row stays pinned at the bottom.
3. Each technician's expanded day rows stay under that technician, still in date order (earliest to latest) - they do not re-sort by the clicked column.
---
This is the expected behaviour as per the build tested on 8/4/2026, and as per the Technician Utilization report specification version 5 (S2-R16).",SV-8649 (TU spec v5 2026-07-29 S2-R16),,
Sorting Est. Lost Labor keeps em-dash rows last both ways; $0.00 sorts as 0,TU — Sorting,Functional,Medium,"1. Rows exist with: a normal Est. Lost Labor value, a ""$0.00"" value, and at least two ""—"" values (no rate configured).","1. Sort by Est. Lost Labor ascending and read the bottom rows.
2. Sort by Est. Lost Labor descending and read the bottom rows.
3. Note where the ""$0.00"" row lands in each direction, and the order of the ""—"" rows among themselves.","1. Rows whose Est. Lost Labor is ""—"" sort to the BOTTOM in BOTH ascending and descending order - they are never floated to the top by reversing direction.
2. Among themselves, the ""—"" rows are ordered by Technician name A to Z.
3. A ""$0.00"" value is a number, not ""—"" - it sorts as zero (lowest ascending, above only the — group).
---
This is the expected behaviour as per the build tested on 8/4/2026, and as per the Technician Utilization report specification version 5 (S2-R17).",SV-8649 (TU spec v5 2026-07-29 S2-R17),,
"A pinned Summary row labeled Summary sits at the bottom, stays visible on scroll",TU — Summary,Functional,High,1. You are on the Technician Utilization report with enough rows to scroll.,"1. Look at the bottom of the report.
2. Scroll the technician rows and watch the Summary row.
3. Read the Summary row's label and its values' formats.","1. A Summary row is pinned to the bottom of the report, labeled ""Summary"".
2. It stays visible at the bottom while the rows scroll.
3. It uses the same number formats as the technician rows.
4. Its values carry NO label prefix such as ""TOTAL:"" or ""AVG:"".
---
This is the expected behaviour as per the build tested on 8/4/2026, and as per the Technician Utilization report specification version 5 (S3-R1, S3-R2, S3-R6, S3-R7, S8-R5).",SV-8650 (TU spec v5 2026-07-29 S3-R1; S3-R2; S3-R6; S3-R7; S8-R5),,
Summary totals visible technicians from unrounded hours; 0.01 drift expected,TU — Summary,Functional,High,1. Several technicians with known clocked hours are visible (all selected in the technician filter).,"1. Read the Summary Total Hours, WO Hours, and Internal Hours.
2. Hand-sum the DISPLAYED per-row values and compare with the Summary.
3. Compare the Summary against the known shop totals for the full range at the selected location(s).","1. Each Summary hours value is the total of that column across the VISIBLE technicians, computed from unrounded hours and rounded once for display (round-half-up).
2. Eye-summing the displayed rows MAY differ from the displayed Summary by 0.01 — one unit in the last decimal (these values are HOURS, not money) — expected in a compute-from-unrounded report, not a defect.
3. With every technician selected, the Summary row equals the shop totals for the full date range at the selected location(s).
---
This is the expected behaviour as per the build tested on 8/4/2026, and as per the Technician Utilization report specification version 5 (S3-R3, S5-E1).",SV-8650 (TU spec v5 2026-07-29 S3-R3; §3 context note; S5-E1),,
Summary Utilization % is the weighted rate; not an average of the rows,TU — Summary,Functional,High,1. Two visible technicians with deliberately skewed hours - e.g. tech A: 1.00 total / 1.00 WO (100%); tech B: 9.00 total / 0.00 WO (0.0%) - so the weighted and averaged results differ clearly.,"1. Compute the weighted rate: summed WO hours ÷ summed clocked hours × 100 (10% in the example).
2. Compute the naive average of the two row percentages (50% in the example).
3. Read the Summary Utilization %.","1. The Summary Utilization % shows the WEIGHTED rate - the visible technicians' total work-order hours as a percentage of their total clocked hours, from unrounded hours (10.0% in the example).
2. It is NOT the average of the per-technician percentages (not 50.0%).
---
This is the expected behaviour as per the build tested on 8/4/2026, and as per the Technician Utilization report specification version 5 (S3-R4).",SV-8650 (TU spec v5 2026-07-29 S3-R4),,
Summary Est. Lost Labor sums rated contributions; em-dash only if all are,TU — Summary,Functional,Medium,"1. Visible technicians include: one with a normal Est. Lost Labor, one showing ""—"" (no rate anywhere), and (if possible) one partially valued.","1. Read the Summary Est. Lost Labor and compare against the sum of the visible rows' valued (rated-location) contributions.
2. Use the technician filter to leave ONLY ""—"" technicians visible and read the Summary Est. Lost Labor.","1. The Summary Est. Lost Labor is computed like a row but over all visible technicians' internal hours: rate × internal hours per contributing rated location, summed at full precision and rounded once.
2. A visible technician whose value is ""—"" contributes NOTHING to the sum - so the Summary understates true lost labor whenever any visible technician is ""—"" or partially valued (documented, expected).
3. The Summary shows ""—"" only when EVERY visible technician's Est. Lost Labor is ""—"".
---
This is the expected behaviour as per the build tested on 8/4/2026, and as per the Technician Utilization report specification version 5 (S3-R5).",SV-8650 (TU spec v5 2026-07-29 S3-R5),,
Each technician row has an accessible expand/collapse control,TU — Per-Day Breakdown,Functional,Medium,"1. You are on the Technician Utilization report with rows loaded.
2. Part of this test checks what a blind user would hear, so you need a screen reader. On Windows install NVDA — it is free, from nvaccess.org. On a Mac use VoiceOver, which is already built in (Cmd+F5 turns it on and off). Alternatively the browser's developer tools (F12) have an ""Accessibility"" panel that shows the same names without you having to listen to anything.","1. Find the expand control on a technician row and read its accessible name (accessibility tree or screen reader).
2. Activate it with the keyboard (Enter, then again with Space) and re-read the name and exposed state.
3. Collapse the row again.","1. Each technician row has a control to expand and collapse it.
2. Its accessible name reflects the NEXT action, scoped to that technician: when collapsed it reads Expand, then that technician's name, then daily breakdown (for example: Expand John Smith's daily breakdown); when expanded it reads Collapse, then the same name and words.
3. The control is keyboard-focusable, toggles on Enter and Space, and exposes its expanded/collapsed state to assistive technology.
---
This is the expected behaviour as per the build tested on 8/4/2026, and as per the Technician Utilization report specification version 5 (S4-R1, S8-R12).",SV-8651 (TU spec v5 2026-07-29 S4-R1; S8-R12),,
"Expanding shows one row per clocked day in date order, loaded on demand",TU — Per-Day Breakdown,Functional,High,"1. A technician clocked time on several (but not all) days of the range - including, for the pooling check, time at two selected locations on the same day.","1. Before expanding anything, look at the technician's row - there are no day rows under it yet.
2. Expand the technician's row and watch the data area as the day rows appear.
3. Read the day rows top to bottom.
4. Look for rows on days the technician did not clock time.
5. On the double-location day, count the rows for that date.","1. One row appears for each day the technician clocked time in the range, in date order from earliest to latest.
2. The day rows are not there until you expand the row - they arrive at the moment you expand it (you may briefly see the standard loading indicator in that area), and the rest of the report does not reload.
3. A day with no clocked time has NO row.
4. With several locations selected, a day's row POOLS that day's hours across the selected locations - one day row per date, not one per location.
5. Note for the tester: you do not need developer tools for this test - just watch the screen.
---
This is the expected behaviour as per the build tested on 8/4/2026, and as per the Technician Utilization report specification version 5 (S4-R2, S4-N1, S9-R4).","SV-8651 (TU spec v5 2026-07-29 S4-R2; S4-N1; S9-R4 — one row per clocked day in date order; load-on-expand; no row for an unclocked day; per-day pooling across selected locations; the back-end half is covered by C30449 in ""TU - API"")",,
Day rows use the same columns and formats as the technician rows,TU — Per-Day Breakdown,Functional,Medium,1. A technician with known per-day clock records (work-order + internal) is expanded.,"1. Read one day row's Total Hours, WO Hours, Internal Hours, Utilization %, and Est. Lost Labor.
2. Compare each against that single day's clock records.
3. Check the number formats against the technician-row formats.","1. Each day row shows the same columns, in the same formats, as the technician row - with that day's values.
2. The day's Est. Lost Labor is valued per location exactly like a technician row (that location's default labor rate × that day's internal hours there).
3. Hours 2dp / Utilization one decimal + % / dollars with commas - all identical to the row formats, computed from unrounded values and rounded once.
---
This is the expected behaviour as per the build tested on 8/4/2026, and as per the Technician Utilization report specification version 5 (S4-R3, S2-R8).",SV-8651 (TU spec v5 2026-07-29 S4-R3; S2-R8; §3),,
One control in the table header expands or collapses all technician rows,TU — Per-Day Breakdown,Functional,Medium,"1. You are on the Technician Utilization report with several technician rows loaded.
2. Part of this test checks what a blind user would hear, so you need a screen reader. On Windows install NVDA — it is free, from nvaccess.org. On a Mac use VoiceOver, which is already built in (Cmd+F5 turns it on and off). Alternatively the browser's developer tools (F12) have an ""Accessibility"" panel that shows the same names without you having to listen to anything.","1. Find the expand/collapse-all control in the table's header row (in the Technician column) and read its accessible name.
2. With all rows collapsed, activate it.
3. Collapse ONE row manually, then activate the control again.
4. With every row expanded, activate it once more.","1. The control lives in the table's header row (Technician column) - NOT in the toolbar action cluster.
2. If ANY row is collapsed, activating it expands ALL rows; only when EVERY row is already expanded does it collapse all rows (so step 3's activation re-expands the one collapsed row).
3. Its accessible name reflects the next action: ""Expand all technicians"" when it will expand, ""Collapse all technicians"" when every row is already expanded.
4. It is keyboard-focusable, toggles on Enter/Space, and exposes its state to assistive technology.
---
This is the expected behaviour as per the build tested on 8/4/2026, and as per the Technician Utilization report specification version 5 (S4-R4, S8-R12, S8-R3).",SV-8651 (TU spec v5 2026-07-29 S4-R4; S8-R12; S8-R3),,
Expansion state is view-only: it resets on any reload and fresh visit,TU — Per-Day Breakdown,Functional,Low,1. You are on the Technician Utilization report with several rows loaded.,"1. Expand two technician rows, then change the date range.
2. Expand two rows again, leave the report, and come back.
3. Expand one technician's row, then deselect and re-select a DIFFERENT technician in the technician filter.","1. After the reload (date-range or location change), all rows are collapsed - expansion state resets.
2. On a fresh visit, all rows start collapsed - expansion is never persisted.
3. Deselecting and re-selecting a technician (an on-screen operation) does NOT change the expansion state of the other rows - the expanded row stays expanded.
---
This is the expected behaviour as per the build tested on 8/4/2026, and as per the Technician Utilization report specification version 5 (S4-R5).",SV-8651 (TU spec v5 2026-07-29 S4-R5),,
Filter by Technician starts with every technician selected on a first visit,TU — Technician Filter,Functional,High,"1. You are on the Technician Utilization report on a first visit (no saved settings), with several technicians in the range.","1. Find the toolbar filter labeled ""Technician"" and open it.
2. Check the selection state of every listed technician.
3. Try selecting more than one change at once (multi-select).","1. The toolbar has a filter labeled ""Technician"" that allows selecting more than one technician (when several are chosen its label reads, for example, ""2 technicians"").
2. On the first visit, EVERY technician is selected.
3. All technicians' rows are shown.
---
This is the expected behaviour as per the build tested on 8/4/2026, and as per the Technician Utilization report specification version 5 (S5-R1, S5-R2).",SV-8652 (TU spec v5 2026-07-29 S5-R1; S5-R2),,
Deselecting a technician hides the row and recalculates the Summary,TU — Technician Filter,Functional,High,"1. Several technician rows are visible and the Summary row shows their totals.
2. Note the current date range so you can confirm it does not change.","1. Note the Summary values, then deselect one technician in the Filter by Technician filter.
2. Watch the data area and the Summary row.
3. Re-select the technician.","1. The deselected technician's row is hidden.
2. The Summary row recalculates over the technicians that remain visible.
3. The report does NOT reload - the technician filter works on screen only: the rows and the Summary update straight away, no loading indicator appears in the data area, and the date range does not change.
4. Re-selecting the technician shows the row again (and the Summary recalculates back).
5. Note for the tester: you do not need developer tools for this test - just watch the screen.
---
This is the expected behaviour as per the build tested on 8/4/2026, and as per the Technician Utilization report specification version 5 (S5-R3, S5-R4, S5-R5).","SV-8652 (TU spec v5 2026-07-29 S5-R3; S5-R4; S5-R5 + §3 Key Decisions (""the technician filter works on screen only and does not reload the report""); S5 context note — the server half is covered by C30450 in ""TU - API"")",,
All technicians and Clear all controls set every technician on or off,TU — Technician Filter,Functional,Medium,1. Several technicians are in the current range; a different range exists in which an ADDITIONAL technician (not listed in the current range) has clocked time.,"1. In the Technician filter, use the control labeled ""Clear all"".
2. Use the control labeled ""All technicians"".
3. Deselect one technician, then change the date range to the one containing the additional technician.
4. Use ""Clear all"" again, then switch to the range where the additional technician newly appears.","1. ""Clear all"" sets every currently-listed technician to deselected; ""All technicians"" selects all technicians at once.
2. Selection is tracked as the set of DESELECTED technicians: a technician you have not deselected is selected by default.
3. After step 3, your deselected technician STAYS deselected across the range change, while the newly-appearing technician is SELECTED (never explicitly deselected).
4. After step 4, the newly-appearing technician is selected even though you had cleared all - ""Clear all"" only deselected the technicians listed at the time.
---
This is the expected behaviour as per the build tested on 8/4/2026, and as per the Technician Utilization report specification version 5 (S5-R6, S5-R7, S5-R8, S5-R9).",SV-8652 (TU spec v5 2026-07-29 S5-R6; S5-R7; S5-R8; S5-R9),,
